"Country","Year","Emissions.per.Capita","Gini.Disposoble.Income","Top.Percentile.Income.Share","GDP.per.Capita","Democracy.Index.total.core","Carbon.Footprint","Economies.by.per.capita.GNI.in.2012","Urban Population Percent"
"Afghanistan",2016,0.76852488848633,31.8,0.3937,563.8723367,0.453203919558912,33.87414168,NA,25.02
"Afghanistan",2017,0.77939344673542,31.8,0.3994,562.7695741,0.442702051283396,34.35124227,NA,25.25
"Afghanistan",2018,0.7575165173759,NA,0.3994,553.1251517,0.44161903874802,39.40850849,NA,25.495
"Afghanistan",2019,0.72516787599439,NA,0.3994,557.8615332,0.418980507697176,46.36553453,NA,25.754
"Afghanistan",2020,0.70020657948354,NA,0.3994,527.8345545,0.443146513212896,43.11994711,NA,26.026
"Afghanistan",2021,0.71036322029688,NA,0.3994,408.6258552,NA,NA,NA,26.314
"Afghanistan",2022,0.71930797446348,NA,0.3994,377.6656271,NA,NA,NA,26.616
"Afghanistan",2023,0.72474235798779,NA,0.3994,379.7074973,NA,NA,NA,26.933
"Angola",1970,2.8036743758363,NA,NA,NA,0.0255433486835202,NA,"Upper middle income",14.957
"Angola",1971,2.7234476330816,NA,NA,NA,0.0255433486835202,NA,"Upper middle income",15.632
"Angola",1972,3.0245971354915,NA,NA,NA,0.0255433486835202,NA,"Upper middle income",16.455
"Angola",1973,3.1628286855357,NA,NA,NA,0.0352556544999886,NA,"Upper middle income",17.31
"Angola",1974,3.1688983017986,NA,NA,NA,0.0365559488611177,NA,"Upper middle income",18.202
"Angola",1975,2.9312941219515,NA,NA,NA,0.04300844401885,NA,"Upper middle income",19.128
"Angola",1976,2.3523912674653,NA,NA,NA,0.0421794274855656,NA,"Upper middle income",20.092
"Angola",1977,2.859556894719,NA,NA,NA,0.041696430397877,NA,"Upper middle income",21.088
"Angola",1978,3.0320147267159,NA,NA,NA,0.041696430397877,NA,"Upper middle income",22.122
"Angola",1979,2.9987652591922,NA,NA,NA,0.0415125542407855,NA,"Upper middle income",23.192
"Angola",1980,2.953449933325,NA,0.5781,2835.459185,0.0419643523565306,53.78044141,"Upper middle income",24.298
"Angola",1981,2.6997279145288,NA,0.5781,2613.739386,0.0419643523565306,46.98514844,"Upper middle income",25.437
"Angola",1982,2.6301429292479,NA,0.5781,2519.351585,0.0419643523565306,51.82739063,"Upper middle income",26.612
"Angola",1983,2.709829685124,NA,0.5781,2529.401923,0.0419643523565306,53.12695313,"Upper middle income",27.821
"Angola",1984,2.6998473946195,NA,0.5781,2583.619826,0.0419643523565306,47.39584375,"Upper middle income",29.065
"Angola",1985,2.7711813870066,NA,0.5781,2577.465092,0.0419643523565306,50.77219531,"Upper middle income",30.338
"Angola",1986,2.8202687619972,NA,0.5781,2557.958838,0.0422900845688307,52.64702827,"Upper middle income",31.643
"Angola",1987,2.9119114199719,NA,0.5781,2571.496919,0.0422900845688307,57.8873757,"Upper middle income",32.978
"Angola",1988,3.0323496566616,NA,0.5781,2637.781855,0.0422900845688307,50.38153562,"Upper middle income",34.343
"Angola",1989,2.9831040141447,NA,0.5781,2550.294313,0.0422900845688307,53.25532445,"Upper middle income",35.731
"Angola",1990,2.6241875955119,NA,0.5781,2380.176243,0.0488598733368555,52.02129023,"Upper middle income",37.144
"Angola",1991,2.5231572311835,NA,0.5781,2324.369376,0.0514779169783072,55.48947864,"Upper middle income",38.58
"Angola",1992,2.35789295173,NA,0.5781,2118.166545,0.251618560944048,55.72035725,"Upper middle income",40.039
"Angola",1993,2.5740846815093,NA,0.5781,1559.517152,0.0895822147577696,52.67011314,"Upper middle income",41.511
"Angola",1994,3.2835252560835,NA,0.5781,1529.994431,0.0895822147577696,43.47816361,"Upper middle income",43
"Angola",1995,3.6864701728323,NA,0.5781,1701.697277,0.0904905472002832,37.69104829,"Upper middle income",44.169
"Angola",1996,4.3162425245877,NA,0.5781,1867.935031,0.0904905472002832,35.98974229,"Upper middle income",45.346
"Angola",1997,4.3782273867845,NA,0.5781,1936.916193,0.0904905472002832,37.62509171,"Upper middle income",46.525
"Angola",1998,4.5913173081101,NA,0.5781,1961.037225,0.0904905472002832,40.42641403,"Upper middle income",47.71
"Angola",1999,4.5060983367206,NA,0.5781,1938.86184,0.0901970351427082,32.15221795,"Upper middle income",48.897
"Angola",2000,4.0766167846623,49.8,0.5781,1932.988479,0.0904976891008809,36.88277594,"Upper middle income",50.087
"Angola",2001,3.8178506070692,49.8,0.5669,1947.85673,0.0898897555105217,39.40960503,"Upper middle income",51.274
"Angola",2002,3.5854697330727,49.8,0.5557,2139.872597,0.0914983793582614,41.0812166,"Upper middle income",52.461
"Angola",2003,3.4710717508918,49.8,0.5445,2128.195793,0.101132398891083,43.00862363,"Upper middle income",53.645
"Angola",2004,3.6247759517791,49.7,0.5333,2277.866965,0.10202580515691,48.29477579,"Upper middle income",54.827
"Angola",2005,3.3984648437334,49.7,0.5221,2526.410579,0.103146179572992,48.63774236,"Upper middle income",56
"Angola",2006,2.9235618000114,49.5,0.5109,2716.253026,0.103146179572992,45.13441703,"Upper middle income",56.764
"Angola",2007,2.7431826640041,49.4,0.4996,2983.041873,0.10386959641659,54.75435492,"Upper middle income",57.524
"Angola",2008,2.8070966665686,49.2,0.4884,3193.287723,0.308196403259314,58.07471903,"Upper middle income",58.282
"Angola",2009,2.775225734991,49.2,0.4973,3100.609274,0.309911285120016,70.81166701,"Upper middle income",59.034
"Angola",2010,2.9783337674894,49.2,0.5061,3114.696086,0.352614562390529,64.36216006,"Upper middle income",59.783
"Angola",2011,2.8295643265934,49.3,0.515,3099.94229,0.35176999882058,62.77267838,"Upper middle income",60.528
"Angola",2012,2.8138286108826,49.3,0.5238,3236.574945,0.349394495245886,64.26992462,"Upper middle income",61.268
"Angola",2013,2.8926387079649,49.3,0.5327,3268.638907,0.352025120646884,66.05604793,"Upper middle income",62.002
"Angola",2014,2.8712579370769,49.4,0.5415,3300.73511,0.352025120646884,65.40028849,"Upper middle income",62.731
"Angola",2015,2.9352866236714,49.4,0.5504,3213.902611,0.352025120646884,67.06591256,"Upper middle income",63.446
"Angola",2016,2.737462976783,49.4,0.5592,3020.983328,0.352025120646884,65.23684222,"Upper middle income",64.149
"Angola",2017,2.465213416413,49.5,0.5681,2911.600842,0.390820134283241,63.40777187,"Upper middle income",64.839
"Angola",2018,2.2585356248792,49.5,0.5769,2775.746423,0.449012679242713,58.83509602,"Upper middle income",65.514
"Angola",2019,2.1993137789668,NA,0.5769,2664.43851,0.461860113363524,55.24842943,"Upper middle income",66.177
"Angola",2020,1.8789206312242,NA,0.5769,2433.376373,0.462002663532497,53.86721869,"Upper middle income",66.825
"Angola",2021,1.900306671284,NA,0.5769,2385.448818,NA,NA,"Upper middle income",67.46
"Angola",2022,1.9209683808006,NA,0.5769,2382.02264,NA,NA,"Upper middle income",68.081
"Angola",2023,1.8748997825394,NA,0.5769,2332.886913,NA,NA,"Upper middle income",68.688
"Anguilla",1970,0.52398120452104,NA,NA,NA,NA,NA,NA,NA
"Anguilla",1971,0.52642321292351,NA,NA,NA,NA,NA,NA,NA
"Anguilla",1972,0.54356233643424,NA,NA,NA,NA,NA,NA,NA
"Anguilla",1973,0.52034422914029,NA,NA,NA,NA,NA,NA,NA
"Anguilla",1974,0.56007327091643,NA,NA,NA,NA,NA,NA,NA
"Anguilla",1975,0.59857577119049,NA,NA,NA,NA,NA,NA,NA
"Anguilla",1976,0.57550932251701,NA,NA,NA,NA,NA,NA,NA
"Anguilla",1977,0.59221171965531,NA,NA,NA,NA,NA,NA,NA
"Anguilla",1978,0.6488467708482,NA,NA,NA,NA,NA,NA,NA
"Anguilla",1979,0.69761737067192,NA,NA,NA,NA,NA,NA,NA
"Anguilla",1980,0.88511935419491,NA,0.5594,NA,NA,NA,NA,NA
"Anguilla",1981,1.2359259121457,NA,0.5593,NA,NA,NA,NA,NA
"Anguilla",1982,1.3146315177588,NA,0.5593,NA,NA,NA,NA,NA
"Anguilla",1983,1.1750445641926,NA,0.5593,NA,NA,NA,NA,NA
"Anguilla",1984,1.1248221129954,NA,0.5592,NA,NA,NA,NA,NA
"Anguilla",1985,0.77319192894075,NA,0.5592,NA,NA,NA,NA,NA
"Anguilla",1986,0.67818218873655,NA,0.5592,NA,NA,NA,NA,NA
"Anguilla",1987,1.0795033625201,NA,0.5591,NA,NA,NA,NA,NA
"Anguilla",1988,0.98857684868307,NA,0.5591,NA,NA,NA,NA,NA
"Anguilla",1989,0.99092017905799,NA,0.5592,NA,NA,NA,NA,NA
"Anguilla",1990,0.94823775190311,NA,0.5592,NA,NA,NA,NA,NA
"Anguilla",1991,1.0919396360387,NA,0.558,NA,NA,NA,NA,NA
"Anguilla",1992,1.0954383630354,NA,0.557,NA,NA,NA,NA,NA
"Anguilla",1993,1.2922053180658,NA,0.556,NA,NA,NA,NA,NA
"Anguilla",1994,1.6029905920994,NA,0.555,NA,NA,NA,NA,NA
"Anguilla",1995,1.9109747418004,NA,0.554,NA,NA,NA,NA,NA
"Anguilla",1996,1.8477286200036,NA,0.5531,NA,NA,NA,NA,NA
"Anguilla",1997,1.5411474040813,NA,0.5521,NA,NA,NA,NA,NA
"Anguilla",1998,1.3980778073174,NA,0.5512,NA,NA,NA,NA,NA
"Anguilla",1999,1.3033114772743,NA,0.5503,NA,NA,NA,NA,NA
"Anguilla",2000,1.6153794629054,NA,0.5494,NA,NA,NA,NA,NA
"Anguilla",2001,1.6191943879977,NA,0.5477,NA,NA,NA,NA,NA
"Anguilla",2002,1.1336013897544,37.6,0.546,NA,NA,NA,NA,NA
"Anguilla",2003,1.3839318907103,37.7,0.5445,NA,NA,NA,NA,NA
"Anguilla",2004,1.3004043058863,37.8,0.543,NA,NA,NA,NA,NA
"Anguilla",2005,1.2896076730189,38,0.5416,NA,NA,NA,NA,NA
"Anguilla",2006,1.1992379357489,38.1,0.5403,NA,NA,NA,NA,NA
"Anguilla",2007,1.1417003903918,38.2,0.539,NA,NA,NA,NA,NA
"Anguilla",2008,1.3676630939588,38.4,0.5378,NA,NA,NA,NA,NA
"Anguilla",2009,1.7039958637664,38.5,0.5366,NA,NA,NA,NA,NA
"Anguilla",2010,1.9690237206955,NA,0.5355,NA,NA,NA,NA,NA
"Anguilla",2011,2.0924801115708,NA,0.5303,NA,NA,NA,NA,NA
"Anguilla",2012,2.0692387428115,NA,0.5252,NA,NA,NA,NA,NA
"Anguilla",2013,2.1840249749211,NA,0.52,NA,NA,NA,NA,NA
"Anguilla",2014,2.1585131055992,NA,0.515,NA,NA,NA,NA,NA
"Anguilla",2015,2.1445612268407,NA,0.5099,NA,NA,NA,NA,NA
"Anguilla",2016,2.1490430447693,NA,0.5049,NA,NA,NA,NA,NA
"Anguilla",2017,2.178249084253,NA,0.4999,NA,NA,NA,NA,NA
"Anguilla",2018,2.0999816446749,NA,0.495,NA,NA,NA,NA,NA
"Anguilla",2019,2.0395239448434,NA,0.4901,NA,NA,NA,NA,NA
"Anguilla",2020,1.7036616858802,NA,0.4857,NA,NA,NA,NA,NA
"Anguilla",2021,1.68161827578,NA,0.4857,NA,NA,NA,NA,NA
"Anguilla",2022,1.671226508889,NA,0.4857,NA,NA,NA,NA,NA
"Anguilla",2023,1.6381720137424,NA,0.4857,NA,NA,NA,NA,NA
"Albania",1970,3.8244444303517,NA,NA,NA,0.0802021868389295,NA,"Upper middle income",31.74
"Albania",1971,3.7106149644325,NA,NA,NA,0.0802021868389295,NA,"Upper middle income",31.933
"Albania",1972,4.0396831358297,NA,NA,NA,0.0802021868389295,NA,"Upper middle income",32.127
"Albania",1973,3.7230849449648,NA,NA,NA,0.0802021868389295,NA,"Upper middle income",32.321
"Albania",1974,3.7542635170298,NA,NA,NA,0.0804348866207849,NA,"Upper middle income",32.516
"Albania",1975,3.7463799543972,NA,NA,NA,0.0804348866207849,NA,"Upper middle income",32.712
"Albania",1976,3.9134956619955,NA,NA,NA,0.0807794198230688,NA,"Upper middle income",32.908
"Albania",1977,4.0513864101593,NA,NA,NA,0.0807794198230688,NA,"Upper middle income",33.105
"Albania",1978,4.3638880987374,NA,NA,NA,0.080843106046424,NA,"Upper middle income",33.302
"Albania",1979,4.7142209587987,NA,NA,NA,0.080843106046424,NA,"Upper middle income",33.5
"Albania",1980,4.691931275862,NA,0.3158,1740.505838,0.080843106046424,6.504744334,"Upper middle income",33.762
"Albania",1981,4.241351422999,NA,0.3158,1804.010779,0.080843106046424,7.54630918,"Upper middle income",34.024
"Albania",1982,4.3913715126988,NA,0.3158,1818.36782,0.080827795819843,7.601145774,"Upper middle income",34.287
"Albania",1983,4.6067870142696,NA,0.3158,1799.878617,0.080827795819843,7.845022066,"Upper middle income",34.552
"Albania",1984,4.6213499124226,NA,0.3158,1740.347682,0.080827795819843,8.114943778,"Upper middle income",34.817
"Albania",1985,4.3724447708411,NA,0.3158,1735.290312,0.0861424171039228,8.182380006,"Upper middle income",35.083
"Albania",1986,4.3395951801024,NA,0.3158,1798.01508,0.0866963981977387,8.314916225,"Upper middle income",35.35
"Albania",1987,4.3199970125672,NA,0.3158,1748.57872,0.0873109070706122,8.118250433,"Upper middle income",35.619
"Albania",1988,4.1849505919462,NA,0.3158,1691.530949,0.0873109070706122,8.247652278,"Upper middle income",35.888
"Albania",1989,4.085297097012,NA,0.3158,1808.646078,0.0873109070706122,9.442824659,"Upper middle income",36.158
"Albania",1990,3.5024594930163,NA,0.3158,1606.296468,0.169467004712619,8.161808022,"Upper middle income",36.428
"Albania",1991,2.7587358609369,NA,0.3158,1163.491598,0.568265512928966,6.984162536,"Upper middle income",36.7
"Albania",1992,1.8984744506921,NA,0.3158,1086.438771,0.647836128958332,5.366296294,"Upper middle income",37.249
"Albania",1993,1.9406255676421,NA,0.3158,1197.580908,0.638145664721681,5.250106029,"Upper middle income",37.799
"Albania",1994,2.1929527181871,NA,0.3158,1305.001061,0.644092268670785,5.254190895,"Upper middle income",38.354
"Albania",1995,2.1017131331816,NA,0.3158,1488.020881,0.645242008511558,5.397479656,"Upper middle income",38.911
"Albania",1996,2.0252813664481,36.4,0.3158,1633.552,0.603012428820592,5.959925931,"Upper middle income",39.473
"Albania",1997,1.7814122989192,36.5,0.319,1464.297963,0.598140622997572,5.142920077,"Upper middle income",40.035
"Albania",1998,1.8590060935497,36.7,0.3196,1603.64765,0.613368624873155,5.525877696,"Upper middle income",40.601
"Albania",1999,2.2403436239872,36.8,0.3228,1821.873131,0.627295707972088,6.794558868,"Upper middle income",41.169
"Albania",2000,2.2997451359549,37,0.3203,1960.88246,0.649261210718947,7.334397886,"Upper middle income",41.741
"Albania",2001,2.3595108227286,37.1,0.3223,2143.526839,0.710268622406975,7.639435012,"Upper middle income",42.435
"Albania",2002,2.5615119074864,37.3,0.3254,2247.49808,0.717609902874053,8.807423435,"Upper middle income",43.501
"Albania",2003,2.6288430256358,37.4,0.325,2380.644621,0.716681588385644,9.295974275,"Upper middle income",44.573
"Albania",2004,2.7074911234265,37.5,0.3213,2522.449374,0.72251148097486,9.181138332,"Upper middle income",45.651
"Albania",2005,2.5907544834001,37.5,0.3195,2675.508637,0.744711829213084,9.616775683,"Upper middle income",46.731
"Albania",2006,2.6266678669521,37.6,0.3177,2851.367759,0.742497741003217,9.326737535,"Upper middle income",47.815
"Albania",2007,2.6379815781566,37.6,0.3065,3044.896617,0.743675578611969,9.27444419,"Upper middle income",48.902
"Albania",2008,2.5943970657448,37.7,0.317,3298.478908,0.743268502967775,9.810692311,"Upper middle income",49.991
"Albania",2009,2.6127448264894,37.7,0.3188,3432.170872,0.740358839500771,9.92038621,"Upper middle income",51.076
"Albania",2010,2.7369988824426,37.8,0.3213,3577.114325,0.742107279792376,9.799491674,"Upper middle income",52.163
"Albania",2011,2.8972139675762,37.8,0.3277,3678.047701,0.742107279792376,10.13174263,"Upper middle income",53.247
"Albania",2012,2.7942763050754,37.9,0.3254,3736.34008,0.741927359343166,9.82575614,"Upper middle income",54.33
"Albania",2013,2.8861146576019,38,0.3409,3780.699193,0.709097948849757,9.891487732,"Upper middle income",55.387
"Albania",2014,3.0470442864456,38.2,0.3487,3855.760744,0.718666907182428,10.43594735,"Upper middle income",56.423
"Albania",2015,2.9896984507362,38.1,0.3458,3952.803574,0.720264657500265,9.678383003,"Upper middle income",57.434
"Albania",2016,2.8556125409992,38.1,0.3449,4090.372728,0.719647580925251,9.373682789,"Upper middle income",58.421
"Albania",2017,3.1274623573943,37.9,0.3474,4249.820049,0.722519199575858,10.60705301,"Upper middle income",59.383
"Albania",2018,3.1191926171349,37.8,0.3451,4431.555595,0.700816189157781,10.67932813,"Upper middle income",60.319
"Albania",2019,2.9330624802819,37.7,0.3415,4542.268663,0.68343095956951,11.02723128,"Upper middle income",61.229
"Albania",2020,2.7081115968093,37.7,0.3392,4417.041051,0.687276862587655,9.924508155,"Upper middle income",62.112
"Albania",2021,2.8516478643967,NA,0.3392,4858.052015,NA,NA,"Upper middle income",62.969
"Albania",2022,2.6508387406108,NA,0.3392,5154.827498,NA,NA,"Upper middle income",63.799
"Albania",2023,2.6038926138513,NA,0.3392,5419.637791,NA,NA,"Upper middle income",64.603
"United Arab Emirates",1970,126.39553267656,NA,NA,49105.84682,NA,NA,"High-income",79.8
"United Arab Emirates",1971,128.44416253635,NA,NA,57374.99238,0.0535304994812594,NA,"High-income",79.8
"United Arab Emirates",1972,118.62668691298,NA,NA,69436.76479,0.0535304994812594,NA,"High-income",79.8
"United Arab Emirates",1973,127.59902997177,NA,NA,108198.8175,0.0527983651236417,NA,"High-income",79.8
"United Arab Emirates",1974,110.75002051525,NA,NA,110539.679,0.0595354716917553,NA,"High-income",79.8
"United Arab Emirates",1975,95.740540504209,NA,NA,105792.8297,0.0601045789056977,NA,"High-income",79.8
"United Arab Emirates",1976,99.445727939267,NA,NA,108662.7466,0.0597325738600772,NA,"High-income",79.903
"United Arab Emirates",1977,87.394144865301,NA,NA,114430.0528,0.0616151382222369,NA,"High-income",80.106
"United Arab Emirates",1978,83.190259463166,NA,NA,98826.10173,0.0623077325653225,NA,"High-income",80.309
"United Arab Emirates",1979,59.212356071112,NA,NA,106042.1742,0.0628374068557457,NA,"High-income",80.51
"United Arab Emirates",1980,56.413649625679,NA,0.5501,117949.3765,0.0610225912708865,107.2255508,"High-income",80.71
"United Arab Emirates",1981,48.098475579985,NA,0.5501,113999.5095,0.0610225912708865,100.2577076,"High-income",80.683
"United Arab Emirates",1982,43.637316839697,NA,0.5501,100275.2599,0.0636779082818915,96.59182246,"High-income",80.466
"United Arab Emirates",1983,39.731662752012,NA,0.5501,90186.17698,0.0636779082818915,88.98185347,"High-income",80.247
"United Arab Emirates",1984,47.781202032313,NA,0.5501,88731.21951,0.0608566247003084,101.365986,"High-income",80.026
"United Arab Emirates",1985,46.825941696986,NA,0.5501,81077.257,0.0615749084466219,98.7170816,"High-income",79.804
"United Arab Emirates",1986,44.239560364641,NA,0.5501,64745.48656,0.0615749084466219,85.21984369,"High-income",79.624
"United Arab Emirates",1987,44.032171624165,NA,0.5501,62391.55192,0.0622409348158124,72.66659163,"High-income",79.482
"United Arab Emirates",1988,41.148257210588,NA,0.5501,56872.35699,0.0622409348158124,65.83777933,"High-income",79.339
"United Arab Emirates",1989,43.919365619574,NA,0.5501,60031.8691,0.0628463581549498,69.83174945,"High-income",79.196
"United Arab Emirates",1990,42.735553558615,NA,0.5501,66979.15591,0.0633838666286787,68.14843409,"High-income",79.051
"United Arab Emirates",1991,44.608437625777,NA,0.5501,63905.62647,0.064353500261643,75.4833517,"High-income",78.906
"United Arab Emirates",1992,41.892632162801,NA,0.5501,62667.13544,0.0666395203622995,79.94990896,"High-income",78.76
"United Arab Emirates",1993,42.605652468811,NA,0.5501,60391.46558,0.0652558402810484,88.44777239,"High-income",78.614
"United Arab Emirates",1994,42.486281771547,NA,0.5501,61614.34159,0.0725547939209099,98.53633474,"High-income",78.467
"United Arab Emirates",1995,42.462454989527,NA,0.5501,62860.27732,0.0750411933584648,99.54793045,"High-income",78.319
"United Arab Emirates",1996,42.428264136642,NA,0.5501,62334.40665,0.0755796626073462,105.7886755,"High-income",78.493
"United Arab Emirates",1997,41.063346786091,NA,0.5501,62177.42838,0.0755796626073462,108.3419213,"High-income",78.938
"United Arab Emirates",1998,39.441885763221,NA,0.5501,57785.03114,0.0757638872205329,122.5862764,"High-income",79.378
"United Arab Emirates",1999,38.383357182619,NA,0.5509,55354.94396,0.0757638872205329,111.2609141,"High-income",79.81
"United Arab Emirates",2000,37.159586707052,NA,0.5518,57365.39833,0.0757638872205329,136.5003613,"High-income",80.236
"United Arab Emirates",2001,39.011595869642,NA,0.5528,54574.81416,0.0757638872205329,135.7628677,"High-income",80.655
"United Arab Emirates",2002,37.444129802418,NA,0.5539,52607.66151,0.0748146133506622,129.8886889,"High-income",81.067
"United Arab Emirates",2003,37.259375850144,NA,0.5551,54020.47356,0.0744190499100951,165.2441999,"High-income",81.472
"United Arab Emirates",2004,35.730592780283,NA,0.5564,56027.61004,0.0662336960359367,185.0983897,"High-income",81.871
"United Arab Emirates",2005,33.962595381495,NA,0.5579,55777.90183,0.0681998473304075,206.8702008,"High-income",82.262
"United Arab Emirates",2006,30.969275974451,NA,0.5596,57053.78956,0.141653058513252,217.0131184,"High-income",82.648
"United Arab Emirates",2007,28.599094049549,NA,0.5615,52428.06807,0.145071435905544,250.1102541,"High-income",83.023
"United Arab Emirates",2008,29.069447807882,32.3,0.5637,48281.34779,0.146861499729599,293.9815069,"High-income",83.387
"United Arab Emirates",2009,26.286102789692,32,0.5663,42991.55351,0.147369385299065,240.2271508,"High-income",83.742
"United Arab Emirates",2010,25.356193984418,31.8,0.5468,42645.63596,0.148767490405449,240.0884246,"High-income",84.087
"United Arab Emirates",2011,25.068399787506,31.6,0.5279,43800.1593,0.182904540498486,259.1987795,"High-income",84.423
"United Arab Emirates",2012,25.475378856867,31.4,0.5097,42868.0975,0.181847401217224,274.1430012,"High-income",84.749
"United Arab Emirates",2013,26.477265620524,31.2,0.4921,43269.84046,0.185470412643125,287.394433,"High-income",85.066
"United Arab Emirates",2014,26.662676724011,31.1,0.4956,43023.19042,0.180732400177242,285.6045446,"High-income",85.375
"United Arab Emirates",2015,27.745375237823,30.9,0.4932,43534.99727,0.188964891561993,291.2306253,"High-income",85.674
"United Arab Emirates",2016,28.263681886408,30.8,0.4908,43745.28817,0.181969177696274,279.8346959,"High-income",85.965
"United Arab Emirates",2017,27.033301266513,30.6,0.4885,42690.21478,0.169720689162086,256.4759363,"High-income",86.248
"United Arab Emirates",2018,25.002410460651,30.5,0.4863,42679.75191,0.171991393130835,269.9237269,"High-income",86.522
"United Arab Emirates",2019,25.985157751225,NA,0.4863,42700.12979,0.183829779264813,272.9898687,"High-income",86.789
"United Arab Emirates",2020,25.407053413978,NA,0.4863,40776.63087,0.182785575086221,266.165122,"High-income",87.048
"United Arab Emirates",2021,25.859402312656,NA,0.4863,41778.58387,NA,NA,"High-income",87.299
